COMUNA,DC,ZC_LOC,adulto_mayor,gse_vulnerable,material_precario,hacinamiento,hogares
6115,5,36,163,149,1,24,278
6115,6,4,243,168,9,10,374
6115,6,5,136,135,1,17,243
6115,6,17,75,58,2,2,109
6115,6,901,14,6,0,1,19
6115,7,11,22,28,1,2,47
6115,7,16,59,44,0,4,83
6115,7,19,29,13,0,1,27
6115,7,26,350,263,2,26,544
6115,7,44,8,9,0,0,27
6115,8,1,894,727,5,138,1600
6115,8,21,0,0,0,0,2
6115,8,26,11,3,0,1,15
6115,8,32,27,10,0,0,38
6115,8,40,20,11,0,3,25
6115,8,901,5,3,0,0,7
6115,9,1,318,230,1,26,531
6115,9,10,17,16,0,0,39
6115,9,27,2,1,0,1,10
6115,9,33,19,16,0,4,36
6115,9,42,38,44,1,13,81
6115,10,1,2,3,0,0,10
6115,10,15,81,62,0,17,141
6115,10,29,128,83,2,8,201
6115,10,30,153,160,1,23,277
6115,10,37,125,123,0,13,213
6115,10,901,20,12,0,1,30
6115,11,1,359,303,5,35,630
6115,11,2,47,34,3,5,75
6115,11,18,95,55,1,3,125
6115,11,23,56,48,0,9,82
6115,11,35,18,14,0,1,27
6115,11,901,6,5,0,0,9
6115,99,999,42,33,1,9,90
6116,1,1,902,577,8,112,1350
6116,1,2,462,153,0,32,596
6116,1,3,270,236,1,41,616
6116,1,14,160,114,3,18,345
6116,1,15,53,46,2,8,116
6116,1,16,18,11,0,1,29
6116,1,20,21,18,0,7,45
6116,1,24,24,28,0,8,68
6116,1,26,39,34,0,3,80
6116,2,5,300,295,0,71,626
6116,2,9,193,174,1,22,360
6116,2,16,8,6,0,1,20
6116,3,1,748,479,9,82,1447
6116,3,4,7,9,0,1,19
6116,3,6,31,26,4,2,69
6116,3,11,197,145,4,28,374
6116,3,12,10,3,0,0,18
6116,3,19,94,74,1,9,178
6116,4,1,13,10,0,1,33
6116,4,21,21,16,0,2,36
6116,4,901,5,4,0,2,16
6116,5,22,75,69,0,14,159
6116,5,27,165,164,3,29,334
6116,6,1,359,443,1,97,816
6116,6,2,283,220,2,42,501
6116,6,3,16,12,0,1,31
6116,6,8,42,40,0,6,80
6116,6,10,36,32,0,4,79
6116,6,13,33,19,0,4,59
6116,6,17,37,36,0,6,76
6116,6,18,153,119,1,16,267
6116,6,23,163,149,1,16,321
6116,6,25,9,4,0,3,16
6116,99,999,14,13,0,2,30
6117,1,1,756,585,6,110,1238
6117,1,2,714,334,2,48,1037
6117,1,3,1304,389,1,87,1825
6117,1,4,498,424,3,100,1762
6117,1,5,666,280,5,81,1560
6117,1,14,117,114,2,16,192
6117,1,30,91,42,2,5,155
6117,1,37,28,6,1,1,37
6117,1,39,22,10,0,2,32
6117,2,1,24,13,0,1,36
6117,2,2,370,216,1,36,593
6117,2,25,171,82,2,14,243
6117,3,1,394,262,1,32,566
6117,3,2,258,176,0,21,354
6117,3,3,13,2,0,0,21
6117,3,6,200,152,1,22,327
6117,3,9,279,137,1,13,456
6117,3,24,49,12,0,1,55
6117,3,30,48,24,0,3,56
6117,4,2,59,39,0,13,108
6117,4,8,9,8,0,1,15
6117,4,16,90,86,0,10,152
6117,4,26,274,180,6,25,429
6117,4,29,163,105,0,14,212
6117,5,3,56,24,0,4,67
6117,5,4,27,19,0,0,38
6117,5,8,9,5,0,3,14
6117,5,15,64,58,0,1,104
6117,5,23,10,9,0,1,28
6117,5,28,50,28,0,5,84
6117,5,31,73,78,0,9,135
6117,6,7,69,38,1,3,89
6117,6,10,109,57,3,5,146
6117,6,12,150,108,0,6,194
6117,6,17,183,130,0,21,260
6117,7,7,101,63,3,5,121
6117,7,13,137,80,0,9,209
6117,7,20,226,158,3,12,342
6117,7,21,8,5,1,1,11
6117,7,901,52,30,0,3,72
6117,8,1,212,117,2,14,273
6117,8,21,375,221,1,44,550
6117,9,20,47,31,0,4,65
6117,9,35,78,67,1,14,142
6117,9,37,130,86,2,21,310
6117,9,901,150,80,4,10,198
6117,10,35,221,126,0,15,310
6117,10,36,174,110,3,20,246
6117,10,38,148,87,0,15,197
6117,10,39,76,42,2,6,118
6117,11,18,46,23,0,1,65
6117,11,19,83,60,0,7,98
6117,11,32,212,119,1,14,317
6117,11,33,32,21,0,3,47
6117,11,34,61,53,0,7,87
6117,12,1,256,177,0,37,416
6117,12,2,69,41,2,1,121
6117,12,5,96,53,0,7,152
6117,12,11,95,74,0,2,160
6117,12,27,148,136,2,14,261
6117,99,999,33,29,0,8,56
6201,1,1,585,193,7,26,1436
6201,1,2,546,192,1,42,1856
6201,1,3,213,100,1,15,1136
6201,1,4,494,323,7,58,1406
6201,1,5,597,284,0,57,2436
6201,1,6,216,101,2,17,461
6201,1,7,428,387,1,80,1610
6201,1,15,7,9,0,1,18
6201,1,16,9,6,0,0,19
6201,1,17,19,8,0,0,19
6201,1,18,26,15,0,2,39
6201,1,22,49,51,0,5,89
6201,1,24,48,47,0,3,90
6201,1,25,47,15,4,10,448
6201,1,26,27,14,0,4,81
6201,1,901,7,5,0,1,15
6201,2,20,10,13,0,3,19
6201,2,28,15,8,0,0,19
6201,2,901,42,47,0,5,89
6201,3,1,14,7,0,0,33
6201,3,6,107,77,1,10,219
6201,3,8,49,36,0,4,97
6201,3,29,19,4,0,1,44
6201,3,901,11,6,0,1,40
6201,4,10,18,10,0,1,18
6201,4,15,3,3,0,0,15
6201,5,901,8,5,2,1,17
6201,6,2,24,15,0,1,36
6201,6,9,17,18,1,2,41
6201,6,11,12,7,0,1,15
6201,6,12,37,21,0,3,75
6201,6,14,0,0,0,0,2
6201,6,27,34,19,0,1,37
6201,99,999,40,12,1,3,54
6202,1,1,309,190,0,13,530
6202,1,4,12,11,0,0,21
6202,1,7,25,14,0,0,47
6202,1,8,25,15,0,2,27
6202,1,9,9,4,0,0,11
6202,1,10,12,8,0,0,16
6202,1,19,5,5,1,0,15
6202,1,22,24,19,0,1,49
6202,1,25,19,10,0,2,42
6202,1,27,16,10,0,1,30
6202,1,29,19,9,0,0,25
6202,1,901,11,6,0,1,28
6202,2,1,2,3,0,0,30
6202,2,5,17,6,0,0,25
6202,2,6,31,46,0,2,291
6202,2,11,47,33,0,0,75
6202,2,16,14,11,0,0,31
6202,2,18,33,29,0,2,51
6202,2,26,3,2,1,0,9
6202,2,28,0,0,0,0,1
6202,2,31,6,0,0,0,6
6202,2,34,10,16,0,1,80
6202,2,901,11,9,0,0,29
6202,3,8,25,12,0,0,28
6202,3,21,15,13,0,0,28
6202,3,31,0,0,0,0,7
6202,3,32,0,0,0,0,3
6202,3,33,51,35,0,1,71
6202,4,3,8,3,1,1,37
6202,4,19,27,15,0,0,34
6202,4,23,8,5,0,1,7
6202,4,35,8,6,0,1,13
6202,4,901,97,71,1,8,191
6202,99,999,1,1,0,0,3
6203,1,1,547,396,2,41,1062
6203,1,2,25,17,0,0,43
6203,1,10,34,30,0,1,63
6203,1,19,12,9,0,2,56
6203,1,20,55,39,0,3,94
6203,1,901,2,1,0,0,13
6203,2,17,26,31,0,0,90
6203,2,18,15,10,0,1,33
6203,2,22,6,7,0,0,18
6203,2,901,80,46,0,6,174
6203,3,4,31,20,1,6,78
6203,3,11,3,8,0,1,75
6203,3,14,69,59,0,2,209
6203,3,15,7,5,0,0,13
6203,3,23,64,39,0,1,140
6203,3,901,60,45,0,7,175
6203,4,1,177,136,0,12,339
6203,4,5,10,5,0,0,21
6203,4,7,17,10,0,0,25
6203,4,19,35,20,0,2,72
6203,4,901,6,3,0,0,10
6203,5,6,4,4,0,0,14
6203,6,6,5,1,0,0,16
6203,6,12,40,29,0,2,91
6203,6,13,1,0,0,0,5
6203,6,21,11,10,0,1,18
6203,7,1,0,0,0,0,66
6203,7,16,248,200,1,29,439
6203,99,999,13,9,0,0,24
6204,1,1,598,319,3,33,1044
6204,1,2,44,29,0,5,83
6204,1,3,2,3,0,0,10
6204,1,5,66,62,0,9,152
6204,1,6,59,69,1,5,142
6204,1,7,190,145,0,15,344
6204,1,11,78,56,0,3,129
6204,1,12,86,75,0,5,170
6204,2,1,228,217,1,23,458
6204,2,6,20,15,0,4,35
6204,2,7,5,1,0,0,9
6204,2,8,256,200,3,17,421
6204,2,9,158,119,0,13,248
6204,2,10,8,5,0,1,14
6204,3,1,5,2,0,0,8
6204,3,4,105,74,0,6,142
6204,99,999,0,1,0,0,2
6205,1,7,3,4,0,0,5
6205,1,13,30,16,0,1,43
6205,1,21,12,1,1,0,17
6205,1,25,339,172,0,12,545
6205,1,26,34,30,0,4,45
6205,1,28,33,22,0,3,57
6205,1,901,14,9,0,0,27
6205,2,4,23,8,0,2,45
6205,2,7,11,6,0,0,13
6205,2,10,17,10,0,1,22
6205,2,16,101,67,0,4,206
6205,2,21,18,21,0,2,34
6205,2,27,17,8,1,1,25
6205,2,32,21,40,1,4,73
6205,2,901,28,19,0,1,66
6205,3,1,5,4,0,0,6
6205,3,5,60,53,1,5,134
6205,3,8,225,103,0,11,797
6205,3,9,15,11,0,1,23
6205,3,15,0,0,0,0,1
6205,3,18,90,47,4,6,331
6205,3,19,321,141,0,7,740
6205,3,901,5,3,0,2,12
6205,4,1,21,20,0,0,50
6205,4,2,9,7,0,1,19
6205,4,3,6,3,0,1,27
6205,4,9,28,13,0,1,37
6205,4,12,196,104,2,17,863
6205,4,14,58,25,1,5,273
6205,4,17,23,13,0,2,30
6205,4,18,12,2,0,0,27
6205,4,23,62,52,1,2,101
6205,4,31,13,12,0,1,40
6205,4,901,139,63,1,3,258
6205,5,2,12,9,0,2,23
6205,5,3,22,17,0,6,72
6205,5,6,32,24,0,3,61
6205,5,11,41,31,0,5,82
6205,5,17,0,4,0,0,5
6205,5,22,21,15,0,3,107
6205,5,29,31,27,3,5,131
6205,5,30,17,8,0,0,33
6205,99,999,4,2,0,0,3
6206,1,1,443,313,2,20,821
6206,1,17,94,48,1,9,164
6206,1,19,23,18,0,2,39
6206,1,27,57,33,0,3,83
6206,1,33,11,6,0,1,13
6206,1,901,6,1,0,1,7
6206,2,2,257,159,0,9,855
6206,2,3,0,0,0,0,3
6206,2,7,4,2,0,0,7
6206,2,9,44,28,0,1,79
6206,2,10,16,14,0,0,28
6206,2,15,55,43,0,4,122
6206,2,20,0,0,0,0,4
6206,2,24,47,47,1,4,86
6206,2,26,4,4,0,0,10
6206,2,32,47,25,0,3,70
6206,2,33,7,5,0,1,18
6206,2,901,5,4,0,0,37
6206,3,4,61,26,0,0,68
6206,3,16,19,11,0,1,40
6206,3,18,0,0,0,0,2
6206,3,23,0,0,0,0,8
6206,3,901,3,4,0,0,22
6206,4,8,49,32,0,1,109
6206,4,11,69,81,0,7,146
6206,4,12,78,70,0,4,160
6206,4,30,24,20,0,1,45
6206,4,901,7,4,1,1,14
6206,5,5,47,31,0,2,79
6206,5,6,64,69,0,7,124
6206,5,10,39,18,0,2,58
6206,5,22,26,21,0,1,51
6206,5,25,17,9,1,0,34
6206,5,29,34,47,0,1,90
6206,5,31,35,24,0,1,65
6206,5,35,155,124,0,9,278
6206,99,999,0,0,0,0,1
6301,1,1,773,207,3,27,871
6301,1,2,1058,355,1,53,1131
6301,1,3,983,279,7,53,1330
6301,1,4,417,195,0,103,1716
6301,1,5,492,376,1,127,1611
6301,1,6,434,449,0,130,1400
6301,1,7,625,238,3,40,1011
6301,1,8,451,330,1,82,1146
6301,1,9,261,253,0,71,949
6301,1,10,237,290,0,94,842
6301,1,16,40,53,6,10,96
6301,1,23,14,7,0,0,13
6301,2,1,77,55,0,5,139
6301,2,2,315,276,1,41,622
6301,2,3,121,109,2,11,220
6301,2,4,33,9,0,0,52
6301,2,5,57,25,0,2,74
6301,2,15,9,12,0,1,17
6301,2,18,108,111,4,11,225
6301,2,26,13,10,0,1,24
6301,2,901,9,5,0,0,14
6301,3,1,68,59,2,8,131
6301,3,13,87,111,0,14,222
6301,3,15,5,3,0,0,8
6301,3,18,8,2,0,1,9
6301,3,22,365,239,2,33,626
6301,4,1,76,39,0,4,107
6301,4,8,14,8,0,0,35
6301,4,9,86,70,0,2,153
6301,4,12,171,78,1,18,312
6301,4,21,243,188,1,24,433
6301,4,901,80,47,0,4,120
6301,5,1,37,2,0,1,122
6301,5,17,236,102,3,19,369
6301,6,25,168,120,1,11,250
6301,6,901,9,7,0,0,16
6301,7,1,25,17,1,2,42
6301,8,1,321,214,2,28,528
6301,8,11,28,16,0,0,50
6301,9,1,329,156,1,24,653
6301,9,7,48,27,2,3,90
6301,9,19,123,64,1,12,394
6301,9,901,3,3,0,0,14
6301,10,3,49,0,0,1,29
6301,10,10,51,21,0,1,171
6301,10,24,32,20,2,7,242
6301,11,1,1005,369,1,48,1283
6301,11,2,1085,141,1,41,1829
6301,11,3,397,272,4,78,957
6301,11,4,405,238,2,86,1619
6301,11,23,79,65,2,10,162
6301,12,1,1288,405,4,95,1915
6301,12,2,480,282,8,50,652
6301,12,23,62,43,1,4,119
6301,13,1,1017,163,3,22,1404
6301,99,999,50,25,0,1,92
6302,1,1,938,536,2,76,1461
6302,1,2,384,332,3,66,796
6302,1,6,77,56,0,5,116
6302,1,10,5,3,0,1,5
6302,1,11,68,62,0,3,105
6302,1,13,31,30,0,5,55
6302,1,16,220,144,1,11,300
6302,1,19,41,32,0,4,54
6302,1,20,10,12,0,2,19
6302,1,23,68,45,0,7,97
6302,1,34,70,68,1,10,119
6302,2,1,611,517,5,52,1030
6302,2,20,26,19,0,0,40
6302,2,28,194,126,1,17,243
6302,2,31,12,5,0,0,13
6302,3,4,30,16,0,5,36
6302,3,7,15,13,0,0,19
6302,3,10,15,6,1,1,17
6302,3,14,60,52,0,6,94
6302,3,15,71,69,1,9,126
6302,3,901,9,2,0,0,6
6302,4,3,0,0,0,0,3
6302,4,17,79,47,2,6,97
6302,4,18,4,1,0,0,6
6302,4,24,16,9,0,6,24
6302,4,27,5,2,0,0,8
6302,4,901,7,8,0,0,19
6302,5,5,21,12,0,1,31
6302,5,6,11,6,0,2,20
6302,5,8,8,5,0,1,11
6302,5,22,408,324,5,43,608
6302,5,26,0,0,0,0,1
6302,5,29,22,20,1,2,46
6302,5,30,35,15,0,2,42
6302,5,32,14,6,0,1,21
6302,5,33,17,13,2,0,21
6302,5,901,10,7,0,2,18
6302,99,999,6,1,0,0,9
6303,1,1,951,627,14,138,1780
6303,1,2,783,642,6,94,1241
6303,1,3,44,37,1,20,196
6303,1,21,15,12,0,1,23
6303,2,1,349,284,2,47,593
6303,2,2,166,117,1,24,270
6303,2,3,193,132,0,19,307
6303,2,7,43,41,0,6,80
6303,2,29,4,0,0,0,6
6303,2,33,27,24,0,3,39
6303,2,901,6,3,0,0,12
6303,3,4,8,8,0,1,27
6303,3,10,51,48,0,5,87
6303,3,26,36,53,0,6,89
6303,3,29,128,109,2,10,190
6303,3,34,119,181,0,22,278
6303,3,35,57,74,1,15,114
6303,4,4,256,288,2,33,475
6303,4,11,60,65,1,13,100
6303,4,25,31,46,0,6,79
6303,5,14,4,7,0,3,10
6303,5,23,365,300,1,36,606
6303,6,1,1109,792,3,129,2100
6303,6,5,130,111,2,16,174
6303,6,6,11,7,0,1,17
6303,6,9,13,6,0,0,16
6303,6,18,134,114,0,21,237
6303,6,23,5,4,0,0,9
6303,6,32,7,7,0,0,9
6303,6,901,5,5,0,1,7
6303,7,1,20,12,0,0,19
6303,7,2,34,27,0,7,59
6303,7,13,28,22,0,2,33
6303,7,21,13,8,0,0,16
6303,7,22,15,13,0,2,28
6303,7,28,51,45,0,4,67
6303,7,32,18,18,0,3,41
6303,7,901,9,11,0,2,24
6303,8,1,428,274,2,22,629
6303,8,2,38,37,0,4,70
6303,8,27,9,4,0,0,7
6303,8,29,49,27,0,3,89
6303,8,36,88,73,2,11,158
6303,9,1,47,41,1,5,86
6303,9,19,40,49,0,2,83
6303,9,24,105,102,1,5,204
6303,9,29,56,46,0,7,114
6303,9,36,3,5,2,0,9
6303,9,37,115,73,1,10,171
6303,10,1,57,50,1,1,110
6303,10,3,31,30,0,5,52
6303,10,26,93,58,0,10,160
6303,10,29,35,28,0,7,67
6303,10,34,38,41,1,1,89
6303,10,901,8,5,1,1,16
6303,11,1,50,20,0,3,65
6303,11,3,73,60,1,11,110
6303,11,8,7,4,0,0,11
6303,11,11,59,57,0,10,97
6303,11,14,136,144,0,15,221
6303,11,23,10,7,0,1,16
6303,11,25,9,5,0,0,18
6303,11,26,244,202,0,27,421
6303,12,15,54,54,0,6,113
6303,12,16,162,119,0,12,259
6303,99,999,3,4,0,1,6
6304,1,1,612,354,5,48,988
6304,1,4,13,10,0,2,28
6304,1,6,76,37,0,4,92
6304,1,10,10,6,0,1,16
6304,1,14,160,95,0,6,250
6304,1,15,28,18,0,1,55
6304,1,18,20,13,0,2,34
6304,1,20,1,2,0,0,8
6304,1,22,45,30,0,6,55
6304,1,901,21,15,0,1,32
6304,2,1,3,2,0,0,14
6304,2,3,176,139,0,19,324
6304,2,8,12,9,0,2,14
6304,2,10,13,13,0,2,20
6304,2,13,115,75,1,11,176
6304,2,15,34,17,0,1,48
6304,2,19,41,41,0,2,73
6304,3,2,84,59,0,8,148
6304,3,5,17,14,0,0,24
6304,3,8,4,2,0,0,6
6304,3,11,57,29,0,1,66
6304,3,12,16,10,0,0,15
6304,4,9,26,22,0,1,61
6304,4,16,74,63,1,10,169
6304,4,17,47,28,0,1,64
6304,4,20,60,46,0,9,114
6304,4,21,38,36,0,5,61
6304,99,999,7,8,0,1,21
6305,1,1,848,608,0,113,1781
6305,1,2,889,591,1,78,1429
6305,1,4,9,9,0,0,16
6305,1,11,34,21,0,6,59
6305,1,14,89,52,0,4,132
6305,1,15,35,13,0,3,51
6305,1,16,14,12,0,0,18
6305,2,7,43,34,1,7,72
6305,2,24,95,87,5,5,194
6305,3,1,66,63,0,6,133
6305,3,10,61,41,1,7,101
6305,3,14,128,87,0,8,186
6305,3,16,9,9,0,2,24
6305,3,17,19,14,0,0,28
6305,4,4,21,12,0,2,20
6305,4,9,41,29,1,4,53
6305,4,13,57,45,0,6,83
6305,4,16,13,12,0,0,20
6305,4,17,208,191,1,33,347
6305,4,18,208,186,2,23,352
6305,4,901,3,3,0,0,11
6305,5,1,597,394,5,53,860
6305,5,2,41,49,0,4,90
6305,5,3,18,12,0,3,27
6305,5,19,156,119,0,28,268
6305,5,20,17,5,0,1,23
6305,5,21,6,2,0,1,14
6305,5,901,7,4,1,0,16
6305,6,22,38,56,0,7,87
6305,6,23,24,14,0,3,36
6305,99,999,4,1,0,0,4
6306,1,1,554,288,1,46,834
6306,1,12,121,62,0,9,133
6306,1,15,93,55,0,9,178
6306,1,901,13,4,0,0,14
6306,2,2,16,13,0,1,28
6306,2,3,75,38,0,4,90
6306,2,4,11,16,1,0,34
6306,2,7,31,15,0,3,37
6306,2,11,11,9,0,0,19
6306,2,14,51,36,0,4,97
6306,2,16,28,28,0,3,47
6306,2,18,12,4,0,1,21
6306,2,22,122,96,1,10,221
6306,3,1,367,288,1,41,680
6306,3,5,104,98,0,14,181
6306,3,6,39,27,0,2,56
6306,3,21,26,26,0,1,50
6306,3,27,108,82,0,8,153
6306,4,8,23,24,0,3,44
6306,4,9,75,41,0,5,119
6306,4,10,71,63,0,7,103
6306,4,11,90,74,1,9,157
6306,4,16,62,36,1,9,88
6306,4,17,124,94,1,6,197
6306,5,6,8,4,0,1,10
6306,5,13,73,63,0,7,116
6306,5,19,100,105,1,11,191
6306,5,21,37,32,0,2,46
6306,5,23,45,38,1,4,72
6306,5,24,229,213,0,15,358
6306,5,25,4,2,0,0,5
6306,5,26,83,81,0,13,147
6306,5,901,2,3,0,0,17
6306,99,999,2,0,2,2,6
6307,1,1,806,511,5,82,1412
6307,1,2,446,279,1,36,684
6307,1,4,11,10,0,0,27
6307,1,5,24,19,1,1,42
6307,1,8,51,44,0,2,97
6307,1,9,67,47,0,5,122
6307,1,15,21,21,0,2,46
6307,2,1,374,256,6,26,617
6307,2,3,35,18,0,2,50
6307,2,10,60,51,0,4,119
6307,2,11,100,80,0,10,196
6307,2,16,58,34,0,2,101
6307,3,1,109,94,0,6,177
6307,3,2,107,81,0,8,151
6307,3,5,23,14,0,1,31
6307,3,17,139,104,0,6,218
6307,4,6,43,29,0,4,72
6307,4,7,27,16,0,1,61
6307,4,12,9,9,0,1,16
6307,4,13,6,4,0,0,12
6307,4,14,126,121,1,17,233
6307,99,999,0,1,0,0,1
6308,1,1,584,401,4,50,883
6308,1,2,29,16,0,2,52
6308,1,8,58,62,0,11,108
6308,1,12,62,57,0,3,85
6308,1,13,49,41,0,9,85
6308,2,3,9,8,0,0,16
6308,2,6,20,23,0,2,39
6308,2,7,115,128,4,19,225
6308,3,5,104,97,1,9,163
6308,3,9,227,165,0,21,343
6308,3,10,157,137,1,30,321
6308,3,11,48,27,1,2,84
6308,3,13,40,26,1,4,54
6308,4,4,354,235,3,32,486
6308,4,5,94,74,0,8,143
6308,4,11,27,10,0,0,34
6308,4,12,29,17,0,0,51
6308,99,999,0,1,1,0,2
6309,1,4,149,113,1,8,220
6309,1,5,15,13,2,2,30
6309,1,6,37,30,1,1,57
6309,1,8,8,9,1,0,13
6309,1,9,24,9,0,0,28
6309,1,17,236,126,0,8,356
6309,2,1,18,11,0,2,23
6309,2,2,10,7,0,0,13
6309,2,3,72,67,0,9,182
6309,2,10,10,2,0,1,11
6309,2,11,4,2,0,0,8
6309,2,15,13,11,2,3,28
6309,2,18,22,15,0,0,36
6309,2,19,50,43,0,3,100
6309,2,20,6,6,0,0,10
6309,3,6,9,8,2,0,18
6309,3,7,4,3,0,0,10
6309,3,12,19,10,0,0,28
6309,3,14,194,143,1,15,290
6309,4,6,6,4,0,0,6
6309,4,13,30,17,0,2,50
6309,4,22,3,3,0,0,5
6309,4,901,3,2,0,0,9
6309,5,1,6,6,0,0,11
6309,5,2,12,8,0,0,14
6309,5,16,77,58,0,6,112
6310,1,1,708,212,2,37,766
6310,1,2,531,232,0,40,1211
6310,1,5,211,153,3,23,447
6310,1,11,18,18,0,3,38
6310,1,15,6,4,0,0,7
6310,1,20,250,160,1,11,373
6310,2,1,1090,278,1,44,1132
6310,2,2,456,137,1,22,651
6310,2,3,555,326,3,54,1172
6310,2,4,474,462,0,78,1373
6310,2,7,45,41,1,8,76
6310,2,9,191,111,1,8,269
6310,2,11,36,43,0,7,85
6310,2,21,144,123,1,10,243
6310,2,901,5,2,0,0,7
6310,3,10,81,59,1,8,160
6310,3,12,145,115,4,16,241
6310,3,13,99,69,3,13,155
6310,4,3,3,3,0,0,9
6310,4,10,122,95,2,15,237
6310,4,14,45,20,0,1,58
6310,4,16,94,83,1,8,186
6310,4,17,149,101,0,17,238
6310,5,14,7,0,0,0,11
6310,5,22,101,95,2,8,198
6310,5,24,200,199,0,18,366
6310,6,8,408,247,0,21,637
6310,6,15,39,28,0,5,66
6310,6,19,46,36,0,5,74
6310,7,1,442,133,2,37,1298
6310,7,2,188,102,2,17,281
6310,7,15,112,62,0,7,175
6310,7,19,30,44,1,6,78
6310,8,1,519,391,4,61,882
6310,8,6,82,67,0,11,150
6310,8,18,22,7,0,3,31
6310,9,1,344,282,1,29,571
6310,10,7,188,155,0,20,295
6310,99,999,40,15,0,1,53
7101,1,1,336,6,2,6,617
7101,1,2,589,65,2,27,929
7101,2,1,250,11,1,10,574
7101,2,2,338,28,2,7,439
7101,2,3,308,61,1,18,352
7101,3,1,404,33,0,15,770
7101,3,2,520,152,1,24,542
7101,3,3,366,80,2,24,393
7101,4,1,512,87,0,25,366
7101,4,2,552,202,0,28,633
7101,4,3,655,138,0,10,618
7101,4,4,598,180,1,28,585
7101,4,5,362,113,2,25,451
7101,5,1,982,224,2,50,1117
7101,5,2,380,126,1,27,405
7101,6,1,399,123,2,33,810
7101,6,2,419,243,8,37,449
7101,6,3,862,462,5,86,1009
7101,6,4,920,455,1,68,1113
7101,6,5,897,438,3,71,990
7101,6,6,798,270,0,40,1161
7101,7,1,702,122,3,30,836
7101,7,2,941,81,2,16,1247
7101,7,3,619,169,0,31,632
7101,7,4,548,186,1,44,685
7101,7,5,684,170,1,21,678
7101,7,6,492,166,0,34,1062
7101,7,7,504,86,0,38,1202
7101,7,8,639,91,1,27,988
7101,7,9,827,167,0,43,1378
7101,7,10,500,139,0,25,775
7101,8,1,371,162,0,24,427
7101,8,2,680,162,0,15,666
7101,8,3,430,77,0,10,495
7101,8,4,350,29,1,13,850
7101,8,5,578,113,11,32,1103
7101,8,6,377,55,0,25,691
7101,9,1,58,33,0,3,59
7101,9,3,41,20,1,2,79
7101,9,24,10,3,0,0,18
7101,9,901,18,5,1,0,18
7101,10,1,297,206,4,37,487
7101,10,4,28,13,0,0,28
7101,10,5,68,29,0,6,104
7101,10,13,1,2,0,0,12
7101,10,17,243,142,0,17,387
7101,10,18,32,22,0,1,62
7101,11,1,1055,537,2,122,1890
7101,11,2,679,67,0,18,1248
7101,11,3,987,390,5,62,1162
7101,11,4,63,57,0,8,115
7101,11,5,918,183,0,34,1994
7101,11,6,408,247,2,238,3219
7101,11,7,317,188,1,60,597
7101,11,8,435,21,0,27,1824
7101,11,9,838,114,0,21,1327
7101,11,10,116,8,0,19,657
7101,11,15,81,40,1,5,116
7101,11,20,174,112,2,16,260
7101,11,22,64,9,0,1,89
7101,12,1,675,342,1,66,1534
7101,12,2,496,259,3,43,667
7101,12,3,379,288,19,106,1132
7101,12,4,906,628,4,136,1580
7101,12,5,82,47,3,4,125
7101,12,6,542,410,0,138,2403
7101,12,7,813,429,1,59,890
7101,12,8,533,265,0,42,748
7101,12,9,545,351,1,64,1033
7101,12,10,677,424,2,70,860
7101,12,12,2,0,0,2,7
7101,12,14,16,9,0,2,22
7101,12,21,12,4,0,0,16
7101,12,22,95,25,0,3,134
7101,12,901,7,2,0,1,11
7101,13,1,581,72,0,11,568
7101,13,2,1266,263,1,44,1599
7101,13,3,640,98,0,38,1192
7101,13,4,651,105,1,33,1219
7101,13,5,714,143,0,36,1033
7101,13,6,221,39,0,29,758
7101,13,7,332,109,0,39,1066
7101,13,8,384,144,0,52,1180
7101,14,1,732,580,2,107,1080
7101,14,2,872,341,1,55,992
7101,14,3,699,149,0,25,944
7101,14,4,661,853,8,278,2168
7101,14,5,383,631,1,246,1463
7101,14,6,304,251,3,62,2177
7101,14,7,659,677,2,140,1679
7101,14,8,533,222,1,43,1739
7101,14,9,381,219,0,48,1289
7101,14,10,305,368,1,80,831
7101,15,1,77,42,0,9,94
7101,15,8,194,218,1,37,447
7101,15,10,58,64,1,10,112
7101,15,16,99,63,0,2,158
7101,15,23,82,61,0,4,117
7101,16,1,276,279,0,59,440
7101,16,2,103,69,0,10,144
7101,16,7,108,109,2,19,201
7101,16,10,32,3,0,0,55
7101,16,19,305,269,4,30,514
7101,99,999,184,67,0,21,364
7102,1,1,482,123,1,18,727
7102,1,2,577,203,10,35,909
7102,2,1,937,451,4,77,1775
7102,2,2,706,548,3,71,1307
7102,2,3,557,440,3,93,2121
7102,2,4,562,628,0,91,1834
7102,2,5,626,324,1,60,928
7102,2,33,10,6,1,1,12
7102,2,38,25,37,0,4,64
7102,2,44,0,0,0,0,2
7102,2,46,3,6,0,0,29
7102,2,60,19,21,1,8,44
7102,3,1,704,642,4,117,1589
7102,3,2,985,560,8,84,1649
7102,3,25,10,6,0,0,19
7102,3,30,10,12,0,3,18
7102,3,38,46,41,0,6,98
7102,3,43,9,0,0,0,15
7102,3,45,114,125,2,17,288
7102,3,56,257,356,7,81,598
7102,3,60,27,29,8,6,54
7102,4,1,436,358,2,44,876
7102,4,7,77,75,1,17,188
7102,4,11,27,14,1,1,39
7102,4,16,45,28,1,0,84
7102,4,24,73,58,0,7,141
7102,4,36,40,38,0,5,84
7102,4,41,39,30,1,2,43
7102,4,47,83,42,2,4,196
7102,4,51,3,0,0,0,1
